ID,Prediction
1,0.11191855899728752
2,0.020910824549723872
3,0.08333302861630104
4,0.12815894672378506
5,0.03345219762332933
6,0.016695145468255373
7,0.004793974988478609
8,0.4294999726311054
9,0.4866096631258361
10,0.6257981669963542
11,0.02124618768427991
12,0.03818425441949106
13,0.5634161529323889
14,0.8502993198811484
15,0.012983721193395435
16,0.8599860768416223
17,0.13247788723896864
18,0.866288303572002
19,0.7376848877161962
20,0.09112281670083325
21,0.21049811374026992
22,0.26717908905019094
23,0.8835028553339801
24,0.8187084974576723
25,0.03439538750469356
26,0.34274144810582624
27,0.07604658397525665
28,0.07998991200612707
29,0.009967482392620259
30,0.3100646802994934
31,0.01145810418167809
32,0.04702665729390283
33,0.0023110121849885972
34,0.013516737749361641
35,0.14151813951653608
36,0.04362761957844648
37,0.0019380142135343417
38,0.2520965553447302
39,0.15938699769358683
40,0.350066675135429
41,0.884038123264902
42,0.006466914676812571
43,0.782191944107196
44,0.17770561743171842
45,0.011078917686048849
46,0.00425765204228295
47,0.001404812225393476
48,0.47743086124755696
49,0.21141071684206503
50,0.13437187853269159
51,0.0007458276468736195
52,0.053892523530634694
53,0.41047169585041127
54,0.3406420535039048
55,0.5949821445753284
56,0.499982200897223
57,0.008371123195524424
58,0.24708859489600196
59,0.494577646268945
60,0.5161799579212155
61,0.003583155016531032
62,0.8532194467497698
63,0.022421888591987238
64,0.016564347012210774
65,0.0070166502043026695
66,0.018152778708969933
67,0.9465084077513505
68,0.07441882567980206
69,0.00684373435580275
70,0.026497106785993714
71,0.006459927030055088
72,0.5544015714704545
73,0.005724397363137226
74,0.040592074378367905
75,0.5848331708760475
76,0.01228314452012962
77,0.006271091056883702
78,0.03499341845740229
79,0.5132416248048336
80,0.0245006892959583
81,0.12152549764303988
82,0.04359750565338371
83,0.017053284425292983
84,0.0031340544525770963
85,0.30389794067892417
86,0.9483614022178332
87,0.05631497033380367
88,0.00425765204228295
89,0.10817652343080109
90,0.771600957418505
91,0.6125724011298259
92,0.9109340690002719
93,0.02156970609407117
94,0.038084143318514
95,0.16825472890563972
96,0.7154989377060047
97,0.006331733257118571
98,0.0019073871009309918
99,0.1100931556855699
100,0.13866612709330697
101,0.6871398351885595
102,0.08754491135013653
103,0.025823937669677718
104,0.5136439672048949
105,0.9124183479474138
106,0.023327304070011635
107,0.16988359539951284
108,0.01622758909940206
109,0.4578111398442007
110,0.3085778423430587
111,0.02087429298980109
112,0.012603345527337755
113,0.00597817279963407
114,0.039718902189924084
115,0.22013447273986944
116,0.10465493611208962
117,0.005436070888569428
118,0.005404310519287477
119,0.024566900748882178
120,0.14944629006946492
121,0.8325997638340175
122,0.06062853762235341
123,0.7882480958395811
124,0.2467326983878229
125,0.9732896908345168
126,0.011473226185663371
127,0.3355374885147042
128,0.3730725090237273
129,0.28027556305581075
130,0.174861887374031
131,0.7254286209884114
132,0.12534935420588378
133,0.6531863527387758
134,0.658022523503103
135,0.09334850285263424
136,0.04666922709949249
137,0.0005835738989913132
138,0.0021575776923307677
139,0.171978874656988
140,0.010942031484859227
141,0.151286826647642
142,0.02969008581142198
143,0.005724397363137226
144,0.23694004179243178
145,0.08332820523147454
146,0.5747173004667856
147,0.08328302940526906
148,0.08711845630887029
149,0.7781919202160801
150,0.025943488390608706
151,0.622702333933018
152,0.6309158815141682
153,0.14800784248180124
154,0.009999001552391494
155,0.5835168786136612
156,0.5191022357961187
157,0.21343152061938814
158,0.013958423885129497
159,0.010515765506297953
160,0.4552004184753878
161,0.9420815157049849
162,0.3454005347483269
163,0.009557957149082806
164,0.009780419072637608
165,0.010385443194994086
166,0.591670053520204
167,0.30335588856127227
168,0.08678422263111514
169,0.030754883554463323
170,0.024004845339370213
171,0.8458694205663847
172,0.010942031484859227
173,0.28027556305581075
174,0.004430744294999121
175,0.11782893272443645
176,0.4533021048271179
177,0.11435680185392866
178,0.2611594917631878
179,0.013528507252495318
180,0.023602181025265966
181,0.6017713626375485
182,0.16561570811272827
183,0.006899388751110896
184,0.15739017639864003
185,0.0033224100380945284
186,0.014388347573049503
187,0.11580241682397141
188,0.025828980164913494
189,0.009192527576247143
190,0.0037386853062244887
191,0.048644948128099184
192,0.3495226278189945
193,0.05478755932786312
194,0.9017677916806448
195,0.26831461515222854
196,0.030915077509617875
197,0.5488226129193732
198,0.007450050559759135
199,0.250302047946435
200,0.21852648580960338
201,0.009917621639320131
202,0.20446474625691138
203,0.01131098005747992
204,0.00933965152677991
205,0.0027522057829743075
206,0.447019108613941
207,0.40593541402087546
208,0.011407941326151454
209,0.7125482152655841
210,0.005682621294298385
211,0.0199807817141225
212,0.4023654563647671
213,0.07130068071840413
214,0.03308357224223336
215,0.009192527576247143
216,0.5594948326977854
217,0.005122361041089921
218,0.067693622110137
219,0.0008139355563785263
220,0.9646353560423523
221,0.3072212520415294
222,0.002593393310171816
223,0.009599028795434577
224,0.9603657907446672
225,0.5842474131241098
226,0.005276221609505368
227,0.015854138483673813
228,0.1476165403042963
229,0.0015665270625221986
230,0.47960836495791653
231,0.9445111548713319
232,0.07361311801122418
233,0.6267597508561119
234,0.41545434077411153
235,0.7903126340605696
236,0.30117395646680073
237,0.07421387142756035
238,0.15739855069112885
239,0.28171496115517985
240,0.003452987823264625
241,0.21515158048455846
242,0.002093705830966051
243,0.02657238224185513
244,0.19945269032013044
245,0.03605506480965013
246,0.37590780409709296
247,0.007864288286266946
248,0.8741128514823874
249,0.6395798995269477
250,0.5637737772053797
251,0.024571640090342274
252,0.02481212612004911
253,0.00707489753548326
254,0.002731359660612593
255,0.3386015872086169
256,0.016815520167820557
257,0.21343152061938814
258,0.6642014236116092
259,0.419649633820971
260,0.010339511193362346
261,0.018448037090889397
262,0.48789904795899147
263,0.0021778395570333283
264,0.25525938567032
265,0.10445563159477286
266,0.015787041788025705
267,0.0020556536658293567
268,0.8325997638340175
269,0.06692424566980008
270,0.004758544334481445
271,0.7183546102359063
272,0.03308357224223336
273,0.007647066831694079
274,0.2853455262319349
275,0.032686502073604164
276,0.18714471024071644
277,0.06844787537071623
278,0.024004845339370213
279,0.022302532515516296
280,0.174861887374031
281,0.887559578260933
282,0.03119184218124955
283,0.04745333392321678
284,0.020875737687901148
285,0.034954395525731714
286,0.3180277124366459
287,0.5354694372339949
288,0.6227478993140648
289,0.006680118175879756
290,0.3840364530869779
291,0.3751172710749472
292,0.9227466522923566
293,0.0035021105314358707
294,0.30924973310042514
295,0.08320510674635466
296,0.013506754426953727
297,0.35797193409892286
298,0.4947415919476369
299,0.05408275351866374
300,0.09101146288755024
301,0.68455307592187
302,0.02137478822803933
303,0.0010214634792396519
304,0.21093817052087868
305,0.03578662454941788
306,0.594725028750814
307,0.037858497491018286
308,0.7398327248452933
309,0.05090832150436925
310,0.4666950405859936
311,0.023676822557987615
312,0.16946436259888245
313,0.0071553689019237445
314,0.08678313297099628
315,0.007814732665159333
316,0.018488107615067664
317,0.862253612544488
318,0.2604100769460941
319,0.30335588856127227
320,0.014027528542102013
321,0.026766451282834728
322,0.06331294802254257
323,0.2554368407124379
324,0.4520886515150235
325,0.5909727141116428
326,0.011717724843765263
327,0.013958423885129497
328,0.001949838533915199
329,0.021551536565126792
330,0.017539452386375623
331,0.40541345024469466
332,0.3167821225369441
333,0.20530652462868249
334,0.002502627906310765
335,0.008357980508002488
336,0.009578346629787042
337,0.16946436259888245
338,0.012324005298494303
339,0.4455632510826281
340,0.7278274995996784
341,0.48982815753785963
342,0.7874301628198171
343,0.01922272351757365
344,0.004430744294999121
345,0.6969030681062406
346,0.7492795602956982
347,0.0028869918896054134
348,0.5986713394564902
349,0.6694485375629766
350,0.42753480772612956
351,0.0017650105445034
352,0.14842877073554625
353,0.4221525724806086
354,0.6393739022842788
355,0.22427711709111428
356,0.137231407258192
357,0.00533625513387831
358,0.22582156944076054
359,0.1867245449241777
360,0.403821564661912
361,0.0031581757429850624
362,0.15512212913787304
363,0.31983365251113
364,0.3608867098504635
365,0.04263407948675089
366,0.4600502424347577
367,0.011697195953334981
368,0.7154989377060047
369,0.5840429086019256
370,0.8764567128006439
371,0.30335588856127227
372,0.26073295785310524
373,0.005353300152185041
374,0.050332622618348144
375,0.014707973470143318
376,0.11218153889167519
377,0.12564214198215712
378,0.007601771514560523
379,0.6694485375629766
380,0.0023136677232589624
381,0.012367253300503167
382,0.0039523473080784475
383,0.007919082908078372
384,0.013657591195757338
385,0.012358020526251444
386,0.0025825911108703697
387,0.9787935716976789
388,0.024124187026449338
389,0.011584823127188297
390,0.038180523428174774
391,0.2429777729076527
392,0.5395328013010472
393,0.009044815246735281
394,0.04499896211707557
395,0.74654624701853
396,0.8418149315901878
397,0.4561397663752062
398,0.786543011492308
399,0.3664167516531845
400,0.4157698567911247
401,0.07913363227985463
402,0.010267997525384126
403,0.051590418874856186
404,0.1276161245885639
405,0.43358963239955833
406,0.09078173087209991
407,0.009710128778865134
408,0.5536429313300271
409,0.5370988627730273
410,0.19293773445281553
411,0.6627801852668933
412,0.21213704308041517
413,0.03270243007781585
414,0.11785364715621896
415,0.03525834177490875
416,0.6505843479027491
417,0.31816750376632746
418,0.532250826006092
419,0.020332256152199787
420,0.0034465388475433895
421,0.0025345740040673306
422,0.0028682226133816572
423,0.015707656614668178
424,0.6656075931436591
425,0.07795240609913463
426,0.3678554724612105
427,0.2814367865875014
428,0.010267997525384126
429,0.22133966355960064
