ID,Prediction
1,0.12917870744112556
2,0.045741619756493705
3,0.12062723789806122
4,0.21547523831758122
5,0.04206455810862512
6,0.049263689317677134
7,0.04273892976276808
8,0.3331980692707236
9,0.4058667576709225
10,0.6515306285469049
11,0.07858455663424646
12,0.09304311254187587
13,0.5613995564742148
14,0.7475393049131841
15,0.01846802960738307
16,0.819306401863436
17,0.10506957791410557
18,0.7023204687485197
19,0.6855705239351596
20,0.20751851118282816
21,0.2992570071473634
22,0.27820460622508963
23,0.8652250162756779
24,0.7549541163341094
25,0.06260508255565751
26,0.3211956626879021
27,0.06909208344744934
28,0.13219172570890422
29,0.06524554296255264
30,0.2233851164850207
31,0.050941377518970356
32,0.039435746381649414
33,0.026989677903106836
34,0.03594885125525755
35,0.14284261476147336
36,0.12331942579279179
37,0.016524492690277504
38,0.19945096646042831
39,0.30656309975732504
40,0.5047181248259895
41,0.7948757298853059
42,0.02851078609787314
43,0.652927331283441
44,0.21667010930277464
45,0.024968650777978798
46,0.015461770332644216
47,0.02556750955034549
48,0.5694107740935055
49,0.10953315118438325
50,0.1882105331796779
51,0.00958270035026274
52,0.06485240853542062
53,0.31330164598022875
54,0.4771622046108749
55,0.6376404129686525
56,0.3286057258641119
57,0.041884529161223094
58,0.20209930184425237
59,0.4175947582804134
60,0.4861374264659889
61,0.015008841976883947
62,0.8132787995554678
63,0.26413723168708086
64,0.022885971309735763
65,0.022406174583903853
66,0.038713821761225356
67,0.9031458871700132
68,0.23576505211872273
69,0.023013994345623304
70,0.03873267156708279
71,0.036297694861586176
72,0.5997092575046653
73,0.021447966754775793
74,0.10175180433683448
75,0.5501828247990168
76,0.028070908043547435
77,0.025731465710985103
78,0.10579576007827944
79,0.6011252862481623
80,0.032316076290833745
81,0.12786317802607144
82,0.07258054476467479
83,0.043464106800193636
84,0.021030946528404183
85,0.24097216050261644
86,0.9108404927160078
87,0.17924037754526717
88,0.015461770332644216
89,0.20369378994805512
90,0.6586947115015559
91,0.49927472856525257
92,0.7437556498596042
93,0.03696998139413526
94,0.033949756483326356
95,0.22359353700494614
96,0.6697852971555931
97,0.024740276039237244
98,0.021889526673160117
99,0.12001765801447248
100,0.208305686936423
101,0.6671109529039287
102,0.12101348986603053
103,0.09316679557304489
104,0.443259745975006
105,0.767126374885458
106,0.042713633753332356
107,0.32932638957143257
108,0.030129186499807215
109,0.3454030646582684
110,0.2526123720158871
111,0.0334971061814716
112,0.04032821997226313
113,0.023137020083649294
114,0.2205098231551171
115,0.2567191111896069
116,0.18279974269558238
117,0.023816377153243008
118,0.022570698350058312
119,0.05612836916521187
120,0.10230564368511533
121,0.7936927364470648
122,0.10026423852340945
123,0.6126210109736815
124,0.29651921745491344
125,0.9465284619514043
126,0.02557231771896469
127,0.2925242658128572
128,0.354697966396774
129,0.23177857062007517
130,0.14747768473849338
131,0.6291611067190367
132,0.2726797796375901
133,0.5676797441795655
134,0.5523344890390522
135,0.2860687206693799
136,0.07590765412699062
137,0.013078732935058644
138,0.01704310457984379
139,0.220263845784623
140,0.017928641249738527
141,0.3118966428623994
142,0.041900512233751436
143,0.021447966754775793
144,0.3290668152000959
145,0.1200762175064209
146,0.5137069609502464
147,0.11916227811274246
148,0.09469083459843447
149,0.7818265030638448
150,0.03806084992583126
151,0.5275076555307937
152,0.5940696835292416
153,0.21963003840369746
154,0.06935154183847249
155,0.4896556352633852
156,0.5332834625488295
157,0.17718627264353087
158,0.04220427973204846
159,0.018064810569349003
160,0.6154771916115145
161,0.899845331774011
162,0.32538155239920796
163,0.05197770164976178
164,0.02829645812580885
165,0.08387524285730608
166,0.4778369985038571
167,0.24489669116124532
168,0.17255710826200862
169,0.028827469940363722
170,0.07307070830118068
171,0.7456113099212134
172,0.017928641249738527
173,0.23177857062007517
174,0.01860503147687219
175,0.087820550496332
176,0.2986948864297934
177,0.19035926237710982
178,0.38651360694572773
179,0.03875676860347255
180,0.031773098181632875
181,0.5317370235936689
182,0.14417694923874066
183,0.03128657324358365
184,0.20372002687135574
185,0.0249218434700966
186,0.03159215019035394
187,0.11592497313121956
188,0.10836322835621243
189,0.02175664808832345
190,0.025303606056340126
191,0.10323221939376567
192,0.34034109844398824
193,0.26386988985660464
194,0.6381746378705414
195,0.2912881347538129
196,0.04838943925645936
197,0.499585641261646
198,0.021525318148528667
